id_siniestro,fecha,distrito,latitud,longitud,cluster
SV-2022-000001,2022-01-01,Ahuachapan,13.921354,-89.833164,-1
SV-2022-000002,2022-01-01,Apopa,13.83001,-89.181664,-1
SV-2022-000003,2022-01-01,Cuscatancingo,13.764118,-89.187843,-1
SV-2022-000004,2022-01-01,Cuscatancingo,13.755369,-89.195517,-1
SV-2022-000005,2022-01-01,Cuscatancingo,13.742608,-89.182716,-1
SV-2022-000006,2022-01-01,Cuscatancingo,13.720858,-89.2074,-1
SV-2022-000007,2022-01-01,Ilopango,13.718357,-89.110598,-1
SV-2022-000008,2022-01-01,Ilopango,13.688752,-89.074445,-1
SV-2022-000009,2022-01-01,Cojutepeque,13.730471,-88.948091,-1
SV-2022-000010,2022-01-01,Mejicanos,13.7266,-89.195078,-1
SV-2022-000011,2022-01-01,Mejicanos,13.726998,-89.20903,-1
SV-2022-000012,2022-01-01,San Salvador,13.651053,-89.197323,-1
SV-2022-000013,2022-01-01,San Salvador,13.710323,-89.181265,-1
SV-2022-000014,2022-01-01,San Salvador,13.717629,-89.261882,-1
SV-2022-000015,2022-01-01,San Salvador,13.673006,-89.199678,-1
SV-2022-000016,2022-01-01,San Salvador,13.665838,-89.216812,-1
SV-2022-000017,2022-01-01,Soyapango,13.716377,-89.15448,-1
SV-2022-000018,2022-01-01,Tonacatepeque,13.787629,-89.137067,-1
SV-2022-000019,2022-01-01,Tecoluca,13.784158,-88.793404,-1
SV-2022-000020,2022-01-01,Chalchuapa,14.022159,-89.716248,-1
SV-2022-000021,2022-01-01,El Congo,13.892875,-89.515784,-1
SV-2022-000022,2022-01-01,Santa Ana,13.988084,-89.52531,-1
SV-2022-000023,2022-01-01,Santa Ana,13.962101,-89.530408,-1
SV-2022-000024,2022-01-01,Santa Ana,13.975266,-89.584843,-1
SV-2022-000025,2022-01-01,Santa Ana,14.015562,-89.569438,-1
SV-2022-000026,2022-01-01,Santa Ana,14.037415,-89.572557,-1
SV-2022-000027,2022-01-01,Santa Ana,14.000622,-89.578688,-1
SV-2022-000028,2022-01-01,Guaymango,13.775707,-89.838703,-1
SV-2022-000029,2022-01-01,Jiquilisco,13.313256,-88.583011,-1
SV-2022-000030,2022-01-01,Puerto El Triunfo,13.284224,-88.572638,-1
SV-2022-000031,2022-01-01,Ilobasco,13.82863,-88.851972,-1
SV-2022-000032,2022-01-01,Usulutan,13.33156,-88.443089,-1
SV-2022-000033,2022-01-01,San Miguel,13.477898,-88.182973,-1
SV-2022-000034,2022-01-01,San Miguel,13.45777,-88.148918,-1
SV-2022-000035,2022-01-01,San Pedro Perulapan,13.763606,-89.028311,-1
SV-2022-000036,2022-01-01,Suchitoto,13.911814,-89.034731,-1
SV-2022-000037,2022-01-01,Antiguo Cuscatlan,13.692439,-89.229287,0
SV-2022-000038,2022-01-01,Antiguo Cuscatlan,13.690195,-89.25776,-1
SV-2022-000039,2022-01-01,Ciudad Arce,13.881049,-89.466167,-1
SV-2022-000040,2022-01-01,Colon,13.71436,-89.359745,-1
SV-2022-000041,2022-01-01,Colon,13.670634,-89.383599,-1
SV-2022-000042,2022-01-01,Colon,13.720636,-89.359481,-1
SV-2022-000043,2022-01-01,La Libertad,13.488933,-89.32435,-1
SV-2022-000044,2022-01-01,Quezaltepeque,13.833777,-89.283251,-1
SV-2022-000045,2022-01-01,San Juan Opico,13.866956,-89.373313,-1
SV-2022-000046,2022-01-01,Santa Tecla,13.656372,-89.278209,-1
SV-2022-000047,2022-01-01,Santa Tecla,13.659412,-89.257712,-1
SV-2022-000048,2022-01-01,Santa Tecla,13.661882,-89.247993,-1
SV-2022-000049,2022-01-01,Santa Tecla,13.665593,-89.299001,-1
SV-2022-000050,2022-01-01,Olocuilta,13.550315,-89.089756,-1
SV-2022-000051,2022-01-01,Santiago Nonualco,13.483777,-88.945855,-1
SV-2022-000052,2022-01-01,Santiago Nonualco,13.46606,-88.952211,-1
SV-2022-000053,2022-01-01,Zacatecoluca,13.48768,-88.886252,-1
SV-2022-000054,2022-01-01,La Union,13.354044,-87.83506,-1
SV-2022-000055,2022-01-01,Chalatenango,14.028317,-88.901636,-1
SV-2022-000056,2022-01-01,Santa Rosa de Lima,13.677029,-87.895354,-1
SV-2022-000057,2022-01-01,Corinto,13.840125,-87.951209,-1
SV-2022-000058,2022-01-01,Chinameca,13.488459,-88.320087,-1
SV-2022-000059,2022-01-01,El Transito,13.387231,-88.374287,-1
SV-2022-000060,2022-01-01,Moncagua,13.563815,-88.233453,-1
SV-2022-000061,2022-01-01,San Miguel,13.483486,-88.187353,-1
SV-2022-000062,2022-01-01,San Miguel,13.485447,-88.172841,-1
SV-2022-000063,2022-01-01,San Miguel,13.475515,-88.150853,-1
SV-2022-000064,2022-01-01,San Miguel,13.471853,-88.194161,-1
SV-2022-000065,2022-01-01,Usulutan,13.324263,-88.453564,-1
SV-2022-000066,2022-01-01,Cojutepeque,13.727007,-88.924614,-1
SV-2022-000067,2022-01-02,Colon,13.713821,-89.373626,-1
SV-2022-000068,2022-01-02,San Miguel,13.454081,-88.208775,-1
SV-2022-000069,2022-01-02,Ilopango,13.710101,-89.096581,-1
SV-2022-000070,2022-01-02,La Union,13.350655,-87.849673,-1
SV-2022-000071,2022-01-02,Usulutan,13.360788,-88.405041,-1
SV-2022-000072,2022-01-02,Ciudad Barrios,13.750031,-88.272112,-1
SV-2022-000073,2022-01-02,Cuscatancingo,13.719544,-89.185175,-1
SV-2022-000074,2022-01-02,Izalco,13.747898,-89.66169,-1
SV-2022-000075,2022-01-02,Ciudad Delgado,13.738677,-89.193581,-1
SV-2022-000076,2022-01-02,San Salvador,13.707552,-89.211876,-1
SV-2022-000077,2022-01-02,Osicala,13.76383,-88.122766,-1
SV-2022-000078,2022-01-02,San Salvador,13.662196,-89.179093,-1
SV-2022-000079,2022-01-02,San Pedro Masahuat,13.54736,-89.003743,-1
SV-2022-000080,2022-01-02,San Salvador,13.716169,-89.217532,-1
SV-2022-000081,2022-01-02,Chalatenango,14.047823,-88.913893,-1
SV-2022-000082,2022-01-02,San Salvador,13.639266,-89.21942,-1
SV-2022-000083,2022-01-02,San Salvador,13.712551,-89.219836,-1
SV-2022-000084,2022-01-02,Sonzacate,13.752481,-89.695768,-1
SV-2022-000085,2022-01-02,San Salvador,13.687457,-89.254642,-1
SV-2022-000086,2022-01-02,Santa Ana,13.949422,-89.551179,-1
SV-2022-000087,2022-01-02,San Miguel,13.479158,-88.183523,-1
SV-2022-000088,2022-01-02,Santa Ana,13.993517,-89.580155,-1
SV-2022-000089,2022-01-02,Santa Ana,14.000915,-89.579264,-1
SV-2022-000090,2022-01-02,Santa Tecla,13.700514,-89.283824,-1
SV-2022-000091,2022-01-02,Santa Tecla,13.679812,-89.286546,-1
SV-2022-000092,2022-01-02,Soyapango,13.716755,-89.138369,-1
SV-2022-000093,2022-01-02,Zacatecoluca,13.496911,-88.853554,-1
SV-2022-000094,2022-01-02,Antiguo Cuscatlan,13.69351,-89.24889,-1
SV-2022-000095,2022-01-02,Antiguo Cuscatlan,13.683103,-89.274643,-1
SV-2022-000096,2022-01-02,Chalchuapa,13.997924,-89.653907,-1
SV-2022-000097,2022-01-02,Santa Tecla,13.664923,-89.296797,-1
SV-2022-000098,2022-01-02,Chalchuapa,13.98064,-89.680317,-1
SV-2022-000099,2022-01-02,Nueva Concepcion,14.130335,-89.253648,-1
SV-2022-000100,2022-01-02,Conchagua,13.310567,-87.864436,-1
SV-2022-000101,2022-01-02,Nahuizalco,13.762023,-89.690951,-1
SV-2022-000102,2022-01-02,Ahuachapan,13.927304,-89.871021,-1
SV-2022-000103,2022-01-02,Nahuizalco,13.781834,-89.763806,-1
SV-2022-000104,2022-01-02,Soyapango,13.723538,-89.131498,-1
SV-2022-000105,2022-01-02,Cojutepeque,13.701021,-88.914766,-1
SV-2022-000106,2022-01-02,Soyapango,13.71542,-89.146577,-1
SV-2022-000107,2022-01-02,Soyapango,13.711218,-89.139737,-1
SV-2022-000108,2022-01-03,Ilobasco,13.802206,-88.84616,-1
SV-2022-000109,2022-01-03,San Pedro Perulapan,13.709171,-89.032767,-1
SV-2022-000110,2022-01-03,San Juan Opico,13.885951,-89.382477,-1
SV-2022-000111,2022-01-03,Soyapango,13.70106,-89.171895,-1
SV-2022-000112,2022-01-03,San Salvador,13.696587,-89.222212,0
SV-2022-000113,2022-01-03,Jiquilisco,13.307603,-88.585108,-1
SV-2022-000114,2022-01-03,Santa Tecla,13.652715,-89.273449,-1
SV-2022-000115,2022-01-03,San Pedro Perulapan,13.791448,-89.062686,-1
SV-2022-000116,2022-01-03,Santa Tecla,13.64189,-89.261355,-1
SV-2022-000117,2022-01-03,Santa Tecla,13.647966,-89.293819,-1
SV-2022-000118,2022-01-03,San Juan Opico,13.889599,-89.338721,-1
SV-2022-000119,2022-01-03,Santa Tecla,13.700843,-89.309748,-1
SV-2022-000120,2022-01-03,San Salvador,13.729842,-89.222553,-1
SV-2022-000121,2022-01-03,Santa Ana,13.995958,-89.577284,-1
SV-2022-000122,2022-01-03,Mejicanos,13.755688,-89.241164,-1
SV-2022-000123,2022-01-03,Mejicanos,13.781279,-89.228892,-1
SV-2022-000124,2022-01-03,Mejicanos,13.71477,-89.232561,-1
SV-2022-000125,2022-01-03,San Marcos,13.649069,-89.201743,-1
SV-2022-000126,2022-01-03,Antiguo Cuscatlan,13.662093,-89.236933,-1
SV-2022-000127,2022-01-03,Conchagua,13.251691,-87.87046,-1
SV-2022-000128,2022-01-03,Zacatecoluca,13.515842,-88.843409,-1
SV-2022-000129,2022-01-03,Zacatecoluca,13.48717,-88.818841,-1
SV-2022-000130,2022-01-03,San Francisco Menendez,13.817825,-90.047119,-1
SV-2022-000131,2022-01-03,Suchitoto,13.967397,-89.025429,-1
SV-2022-000132,2022-01-03,Ahuachapan,13.915847,-89.809801,-1
SV-2022-000133,2022-01-03,Ilopango,13.706892,-89.078198,-1
SV-2022-000134,2022-01-03,La Union,13.349073,-87.823416,-1
SV-2022-000135,2022-01-03,La Union,13.358428,-87.853364,-1
SV-2022-000136,2022-01-03,Sonsonate,13.730365,-89.742748,-1
SV-2022-000137,2022-01-03,Santa Ana,13.994971,-89.554559,-1
SV-2022-000138,2022-01-03,Santa Ana,13.998217,-89.595731,-1
SV-2022-000139,2022-01-03,San Vicente,13.671747,-88.764057,-1
SV-2022-000140,2022-01-03,Santa Ana,13.985138,-89.58018,-1
SV-2022-000141,2022-01-03,Santa Ana,13.992399,-89.548344,-1
SV-2022-000142,2022-01-03,Chalatenango,13.982545,-88.921928,-1
SV-2022-000143,2022-01-03,Santa Ana,14.016381,-89.541905,-1
SV-2022-000144,2022-01-03,Santa Ana,13.996729,-89.582849,-1
SV-2022-000145,2022-01-03,Apopa,13.79201,-89.159856,-1
SV-2022-000146,2022-01-03,Santa Ana,13.999636,-89.552821,-1
SV-2022-000147,2022-01-03,Soyapango,13.684604,-89.138903,-1
SV-2022-000148,2022-01-03,Colon,13.668612,-89.341283,-1
SV-2022-000149,2022-01-03,San Miguel,13.505525,-88.196129,-1
SV-2022-000150,2022-01-03,San Miguel,13.485679,-88.207527,-1
SV-2022-000151,2022-01-03,El Transito,13.410514,-88.381161,-1
SV-2022-000152,2022-01-03,Chalchuapa,13.97374,-89.713529,-1
SV-2022-000153,2022-01-03,Quezaltepeque,13.83044,-89.239012,-1
SV-2022-000154,2022-01-03,Candelaria de la Frontera,14.094682,-89.657323,-1
SV-2022-000155,2022-01-04,Santa Tecla,13.648053,-89.239497,-1
SV-2022-000156,2022-01-04,Zacatecoluca,13.526431,-88.854665,-1
SV-2022-000157,2022-01-04,Jiquilisco,13.333472,-88.567052,-1
SV-2022-000158,2022-01-04,San Martin,13.746511,-89.052424,-1
SV-2022-000159,2022-01-04,La Union,13.328326,-87.845976,-1
SV-2022-000160,2022-01-04,El Transito,13.346265,-88.365904,-1
SV-2022-000161,2022-01-04,Usulutan,13.35616,-88.426907,-1
SV-2022-000162,2022-01-04,Suchitoto,13.942087,-89.05791,-1
SV-2022-000163,2022-01-04,Conchagua,13.278465,-87.86544,-1
SV-2022-000164,2022-01-04,San Miguel,13.479532,-88.210514,-1
SV-2022-000165,2022-01-04,San Miguel,13.511582,-88.174509,-1
SV-2022-000166,2022-01-04,Santa Tecla,13.705281,-89.275088,-1
SV-2022-000167,2022-01-04,San Martin,13.790495,-89.029563,-1
SV-2022-000168,2022-01-04,San Salvador,13.682164,-89.197372,-1
SV-2022-000169,2022-01-04,Cuscatancingo,13.763404,-89.162396,-1
SV-2022-000170,2022-01-04,Quezaltepeque,13.82566,-89.264032,-1
SV-2022-000171,2022-01-04,Ciudad Delgado,13.714166,-89.188872,-1
SV-2022-000172,2022-01-04,Ciudad Delgado,13.753649,-89.195584,-1
SV-2022-000173,2022-01-04,San Miguel,13.458325,-88.17522,-1
SV-2022-000174,2022-01-04,Corinto,13.78451,-87.979341,-1
SV-2022-000175,2022-01-04,Santa Ana,14.023946,-89.56594,-1
SV-2022-000176,2022-01-04,Osicala,13.823488,-88.15232,-1
SV-2022-000177,2022-01-04,San Miguel,13.488302,-88.186085,-1
SV-2022-000178,2022-01-04,Santa Ana,14.019577,-89.559594,-1
SV-2022-000179,2022-01-04,San Francisco Gotera,13.712762,-88.116748,-1
SV-2022-000180,2022-01-04,San Miguel,13.462465,-88.201504,-1
SV-2022-000181,2022-01-04,San Miguel,13.473766,-88.186231,-1
SV-2022-000182,2022-01-04,San Salvador,13.684462,-89.186024,-1
SV-2022-000183,2022-01-04,San Salvador,13.676255,-89.206483,-1
SV-2022-000184,2022-01-04,San Salvador,13.661357,-89.249115,-1
SV-2022-000185,2022-01-04,San Salvador,13.694768,-89.227431,0
SV-2022-000186,2022-01-04,Santa Ana,13.970871,-89.587175,-1
SV-2022-000187,2022-01-04,Mejicanos,13.772321,-89.190738,-1
SV-2022-000188,2022-01-04,Colon,13.728988,-89.36317,-1
SV-2022-000189,2022-01-04,San Vicente,13.606872,-88.773684,-1
SV-2022-000190,2022-01-04,Nahuizalco,13.777111,-89.764981,-1
SV-2022-000191,2022-01-04,Ciudad Arce,13.838964,-89.429938,-1
SV-2022-000192,2022-01-04,Soyapango,13.679541,-89.131246,-1
SV-2022-000193,2022-01-04,Soyapango,13.74803,-89.139114,-1
SV-2022-000194,2022-01-04,Soyapango,13.710928,-89.158478,-1
SV-2022-000195,2022-01-05,Mejicanos,13.732302,-89.213865,-1
SV-2022-000196,2022-01-05,Sonsonate,13.727042,-89.714877,-1
SV-2022-000197,2022-01-05,Berlin,13.499121,-88.529484,-1
SV-2022-000198,2022-01-05,San Salvador,13.669009,-89.212261,-1
SV-2022-000199,2022-01-05,Mejicanos,13.743451,-89.21741,-1
SV-2022-000200,2022-01-05,Ilopango,13.718965,-89.105878,-1
SV-2022-000201,2022-01-05,Ilopango,13.683507,-89.113909,-1
SV-2022-000202,2022-01-05,Ciudad Barrios,13.755288,-88.261976,-1
SV-2022-000203,2022-01-05,Ilopango,13.712279,-89.136777,-1
SV-2022-000204,2022-01-05,Concepcion Batres,13.34666,-88.390018,-1
SV-2022-000205,2022-01-05,San Vicente,13.634463,-88.802289,-1
SV-2022-000206,2022-01-05,Atiquizaya,13.974172,-89.759037,-1
SV-2022-000207,2022-01-05,Santa Ana,13.994324,-89.544364,-1
SV-2022-000208,2022-01-05,Santa Ana,13.961719,-89.534519,-1
SV-2022-000209,2022-01-05,San Salvador,13.690231,-89.223627,0
SV-2022-000210,2022-01-05,Nahuizalco,13.78031,-89.696272,-1
SV-2022-000211,2022-01-05,Colon,13.715803,-89.357609,-1
SV-2022-000212,2022-01-05,San Miguel,13.468293,-88.167685,-1
SV-2022-000213,2022-01-05,San Miguel,13.478929,-88.15072,-1
SV-2022-000214,2022-01-05,Apopa,13.795898,-89.202695,-1
SV-2022-000215,2022-01-05,Apopa,13.856289,-89.147263,-1
SV-2022-000216,2022-01-05,San Miguel,13.461187,-88.165468,-1
SV-2022-000217,2022-01-05,San Miguel,13.477241,-88.224365,-1
SV-2022-000218,2022-01-05,San Pedro Masahuat,13.540147,-89.076765,-1
SV-2022-000219,2022-01-05,Santa Ana,13.996871,-89.569563,-1
SV-2022-000220,2022-01-05,San Martin,13.773117,-89.036775,-1
SV-2022-000221,2022-01-05,San Salvador,13.70105,-89.205207,-1
SV-2022-000222,2022-01-05,Santa Tecla,13.646123,-89.276801,-1
SV-2022-000223,2022-01-05,Santa Tecla,13.69905,-89.318792,-1
SV-2022-000224,2022-01-05,Metapan,14.349259,-89.479261,-1
SV-2022-000225,2022-01-05,Olocuilta,13.557327,-89.105881,-1
SV-2022-000226,2022-01-05,Conchagua,13.298252,-87.85929,-1
SV-2022-000227,2022-01-05,Santa Tecla,13.681355,-89.280701,-1
SV-2022-000228,2022-01-05,San Marcos,13.660152,-89.1807,-1
SV-2022-000229,2022-01-05,Ahuachapan,13.903518,-89.849623,-1
SV-2022-000230,2022-01-05,El Transito,13.329,-88.3499,-1
SV-2022-000231,2022-01-05,Jucuapa,13.471672,-88.401643,-1
SV-2022-000232,2022-01-05,Santa Tecla,13.700608,-89.281169,-1
SV-2022-000233,2022-01-05,Tonacatepeque,13.783863,-89.120602,-1
SV-2022-000234,2022-01-05,San Martin,13.774485,-89.045091,-1
SV-2022-000235,2022-01-05,Tonacatepeque,13.801746,-89.126305,-1
SV-2022-000236,2022-01-05,Mejicanos,13.678737,-89.218985,-1
SV-2022-000237,2022-01-05,Mejicanos,13.743748,-89.230907,-1
SV-2022-000238,2022-01-06,Apopa,13.807027,-89.186531,-1
SV-2022-000239,2022-01-06,Soyapango,13.675924,-89.129763,-1
SV-2022-000240,2022-01-06,San Miguel,13.487963,-88.227291,-1
SV-2022-000241,2022-01-06,Santa Ana,13.977221,-89.559759,-1
SV-2022-000242,2022-01-06,Antiguo Cuscatlan,13.671831,-89.259845,-1
SV-2022-000243,2022-01-06,Santa Ana,14.009483,-89.581649,-1
SV-2022-000244,2022-01-06,Nejapa,13.796181,-89.193902,-1
SV-2022-000245,2022-01-06,San Miguel,13.443708,-88.225083,-1
SV-2022-000246,2022-01-06,San Francisco Gotera,13.687206,-88.084689,-1
SV-2022-000247,2022-01-06,San Miguel,13.517684,-88.182869,-1
SV-2022-000248,2022-01-06,Soyapango,13.70834,-89.14014,-1
SV-2022-000249,2022-01-06,Ahuachapan,13.901497,-89.822182,-1
SV-2022-000250,2022-01-06,Jocoro,13.606587,-88.007439,-1
SV-2022-000251,2022-01-06,Mejicanos,13.704657,-89.220005,-1
SV-2022-000252,2022-01-06,San Pedro Perulapan,13.745405,-89.023478,-1
SV-2022-000253,2022-01-06,Colon,13.720387,-89.355799,-1
SV-2022-000254,2022-01-06,Ahuachapan,13.912236,-89.845498,-1
SV-2022-000255,2022-01-06,Ayutuxtepeque,13.751046,-89.198296,-1
SV-2022-000256,2022-01-06,Zacatecoluca,13.504717,-88.875702,-1
SV-2022-000257,2022-01-06,Mejicanos,13.708412,-89.215171,-1
SV-2022-000258,2022-01-06,Santa Tecla,13.682628,-89.264747,-1
SV-2022-000259,2022-01-06,San Salvador,13.702438,-89.207487,-1
SV-2022-000260,2022-01-06,Santa Tecla,13.685306,-89.275502,-1
SV-2022-000261,2022-01-06,San Salvador,13.678398,-89.242249,-1
SV-2022-000262,2022-01-06,San Martin,13.80333,-89.023146,-1
SV-2022-000263,2022-01-06,San Salvador,13.707524,-89.226282,-1
SV-2022-000264,2022-01-06,Ilopango,13.739235,-89.089159,-1
SV-2022-000265,2022-01-06,San Salvador,13.677095,-89.228859,-1
SV-2022-000266,2022-01-06,San Salvador,13.682983,-89.257828,-1
SV-2022-000267,2022-01-06,Ciudad Barrios,13.746094,-88.290406,-1
SV-2022-000268,2022-01-06,Ciudad Barrios,13.791346,-88.281937,-1
SV-2022-000269,2022-01-06,Zaragoza,13.588062,-89.274933,-1
SV-2022-000270,2022-01-06,San Juan Opico,13.885553,-89.385242,-1
SV-2022-000271,2022-01-06,San Salvador,13.67722,-89.23466,-1
SV-2022-000272,2022-01-06,Soyapango,13.734774,-89.114029,-1
SV-2022-000273,2022-01-06,San Juan Opico,13.875024,-89.365476,-1
SV-2022-000274,2022-01-06,Santa Tecla,13.6924,-89.291866,-1
SV-2022-000275,2022-01-06,Nejapa,13.807452,-89.259118,-1
SV-2022-000276,2022-01-06,La Libertad,13.492321,-89.333783,-1
SV-2022-000277,2022-01-06,San Salvador,13.659742,-89.214998,-1
SV-2022-000278,2022-01-06,San Salvador,13.693303,-89.204117,-1
SV-2022-000279,2022-01-06,Santa Ana,14.02404,-89.616363,-1
SV-2022-000280,2022-01-06,Coatepeque,13.940421,-89.471853,-1
SV-2022-000281,2022-01-06,Nahuizalco,13.773233,-89.746849,-1
SV-2022-000282,2022-01-07,San Miguel,13.485686,-88.167238,-1
SV-2022-000283,2022-01-07,San Miguel,13.490166,-88.194018,-1
SV-2022-000284,2022-01-07,San Rafael Cedros,13.747361,-88.897436,-1
SV-2022-000285,2022-01-07,Soyapango,13.711649,-89.166171,-1
SV-2022-000286,2022-01-07,San Pedro Masahuat,13.575473,-89.069111,-1
SV-2022-000287,2022-01-07,San Pedro Masahuat,13.540216,-89.030095,-1
SV-2022-000288,2022-01-07,Santa Ana,13.989188,-89.549832,-1
SV-2022-000289,2022-01-07,Tacuba,13.892729,-89.943055,-1
SV-2022-000290,2022-01-07,Antiguo Cuscatlan,13.662824,-89.237108,-1
SV-2022-000291,2022-01-07,Mejicanos,13.728768,-89.234882,-1
SV-2022-000292,2022-01-07,Soyapango,13.71361,-89.075465,-1
SV-2022-000293,2022-01-07,Nahuizalco,13.776855,-89.794429,-1
SV-2022-000294,2022-01-07,Soyapango,13.71225,-89.145425,-1
SV-2022-000295,2022-01-07,Moncagua,13.554173,-88.275729,-1
SV-2022-000296,2022-01-07,Santiago Nonualco,13.491439,-88.950523,-1
SV-2022-000297,2022-01-07,Santiago Nonualco,13.508344,-88.956446,-1
SV-2022-000298,2022-01-07,Sonsonate,13.755618,-89.690849,-1
SV-2022-000299,2022-01-07,Soyapango,13.702064,-89.137269,-1
SV-2022-000300,2022-01-07,San Miguel,13.489242,-88.16737,-1
SV-2022-000301,2022-01-07,Concepcion Batres,13.336691,-88.366711,-1
SV-2022-000302,2022-01-07,Santa Tecla,13.716938,-89.289493,-1
SV-2022-000303,2022-01-07,Quezaltepeque,13.791093,-89.274217,-1
SV-2022-000304,2022-01-07,San Francisco Gotera,13.69656,-88.10154,-1
SV-2022-000305,2022-01-07,San Rafael Oriente,13.36293,-88.312452,-1
SV-2022-000306,2022-01-07,San Pedro Perulapan,13.770659,-89.047757,-1
SV-2022-000307,2022-01-07,Usulutan,13.351256,-88.468986,-1
SV-2022-000308,2022-01-07,Atiquizaya,13.97601,-89.770951,-1
SV-2022-000309,2022-01-07,Apopa,13.791738,-89.162887,-1
SV-2022-000310,2022-01-07,Apopa,13.803278,-89.159177,-1
SV-2022-000311,2022-01-07,Santa Tecla,13.667675,-89.240804,-1
SV-2022-000312,2022-01-07,Acajutla,13.588197,-89.820544,-1
SV-2022-000313,2022-01-07,Quezaltepeque,13.832208,-89.296756,-1
SV-2022-000314,2022-01-07,San Salvador,13.666264,-89.203576,-1
SV-2022-000315,2022-01-07,San Salvador,13.703109,-89.235499,-1
SV-2022-000316,2022-01-07,San Salvador,13.699387,-89.218755,0
SV-2022-000317,2022-01-07,Sonzacate,13.743664,-89.709665,-1
SV-2022-000318,2022-01-07,San Salvador,13.71661,-89.216221,-1
SV-2022-000319,2022-01-08,Ciudad Barrios,13.764833,-88.29028,-1
SV-2022-000320,2022-01-08,Santa Tecla,13.656523,-89.288601,-1
SV-2022-000321,2022-01-08,Ilopango,13.668849,-89.127043,-1
SV-2022-000322,2022-01-08,Santa Tecla,13.669409,-89.276574,-1
SV-2022-000323,2022-01-08,Quelepa,13.496712,-88.242954,-1
SV-2022-000324,2022-01-08,Santa Tecla,13.678742,-89.264853,-1
SV-2022-000325,2022-01-08,Santa Tecla,13.647928,-89.286288,-1
SV-2022-000326,2022-01-08,Santa Tecla,13.679106,-89.301137,-1
SV-2022-000327,2022-01-08,El Transito,13.362649,-88.342618,-1
SV-2022-000328,2022-01-08,Zaragoza,13.624518,-89.276152,-1
SV-2022-000329,2022-01-08,Apopa,13.80487,-89.167592,-1
SV-2022-000330,2022-01-08,Metapan,14.338208,-89.473824,-1
SV-2022-000331,2022-01-08,Quezaltepeque,13.833634,-89.257984,-1
SV-2022-000332,2022-01-08,Izalco,13.77042,-89.668377,-1
SV-2022-000333,2022-01-08,Conchagua,13.318335,-87.868631,-1
SV-2022-000334,2022-01-08,Zacatecoluca,13.533965,-88.867777,-1
SV-2022-000335,2022-01-08,Tonacatepeque,13.762475,-89.183195,-1
SV-2022-000336,2022-01-08,Zacatecoluca,13.497685,-88.865165,-1
SV-2022-000337,2022-01-08,San Salvador,13.655932,-89.241066,-1
SV-2022-000338,2022-01-08,La Libertad,13.510138,-89.326847,-1
SV-2022-000339,2022-01-08,San Salvador,13.690253,-89.171245,-1
SV-2022-000340,2022-01-08,San Salvador,13.713744,-89.163996,-1
SV-2022-000341,2022-01-08,San Salvador,13.726423,-89.239215,-1
SV-2022-000342,2022-01-08,Ciudad Arce,13.807803,-89.427639,-1
SV-2022-000343,2022-01-08,San Pedro Perulapan,13.724242,-89.070263,-1
SV-2022-000344,2022-01-08,Sensuntepeque,13.873705,-88.625747,-1
SV-2022-000345,2022-01-08,Ahuachapan,13.922532,-89.812364,-1
SV-2022-000346,2022-01-08,Sonzacate,13.719242,-89.711207,-1
SV-2022-000347,2022-01-08,Osicala,13.836494,-88.13903,-1
SV-2022-000348,2022-01-08,San Miguel,13.478278,-88.165736,-1
SV-2022-000349,2022-01-08,Usulutan,13.342229,-88.434177,-1
SV-2022-000350,2022-01-08,San Rafael Oriente,13.393903,-88.281027,-1
SV-2022-000351,2022-01-08,Santa Rosa de Lima,13.614649,-87.874327,-1
SV-2022-000352,2022-01-08,Usulutan,13.341046,-88.503692,-1
SV-2022-000353,2022-01-08,San Miguel,13.475818,-88.184662,-1
SV-2022-000354,2022-01-08,Chinameca,13.448378,-88.346819,-1
SV-2022-000355,2022-01-08,Sonzacate,13.735853,-89.703411,-1
SV-2022-000356,2022-01-08,Santa Ana,14.027759,-89.567501,-1
SV-2022-000357,2022-01-08,San Miguel,13.464771,-88.202482,-1
SV-2022-000358,2022-01-08,Apopa,13.828598,-89.176686,-1
SV-2022-000359,2022-01-08,Apopa,13.783786,-89.194268,-1
SV-2022-000360,2022-01-08,San Miguel,13.482484,-88.189974,-1
SV-2022-000361,2022-01-08,San Miguel,13.468661,-88.177922,-1
SV-2022-000362,2022-01-09,Chalchuapa,13.968597,-89.657766,-1
SV-2022-000363,2022-01-09,El Congo,13.922833,-89.496773,-1
SV-2022-000364,2022-01-09,Mejicanos,13.781487,-89.245538,-1
SV-2022-000365,2022-01-09,San Salvador,13.693453,-89.222381,0
SV-2022-000366,2022-01-09,Ciudad Delgado,13.707622,-89.174245,-1
SV-2022-000367,2022-01-09,San Salvador,13.702137,-89.197664,-1
SV-2022-000368,2022-01-09,San Salvador,13.687254,-89.174133,-1
SV-2022-000369,2022-01-09,Conchagua,13.33015,-87.887549,-1
SV-2022-000370,2022-01-09,San Miguel,13.484311,-88.160097,-1
SV-2022-000371,2022-01-09,San Miguel,13.486236,-88.186678,-1
SV-2022-000372,2022-01-09,Zacatecoluca,13.502773,-88.899704,-1
SV-2022-000373,2022-01-09,Panchimalco,13.639588,-89.193715,-1
SV-2022-000374,2022-01-09,Santo Tomas,13.602109,-89.134891,-1
SV-2022-000375,2022-01-09,Candelaria de la Frontera,14.139741,-89.627183,-1
SV-2022-000376,2022-01-09,Nejapa,13.820839,-89.201168,-1
